origin,dest,distance,arr_delay
LGA,DTW,502.0,-12.0
LGA,MIA,1096.0,-25.0
LGA,MIA,1096.0,-28.0
JFK,SEA,2422.0,-32.0
EWR,GSO,445.0,-14.0
EWR,CHS,628.0,-23.0
JFK,SRQ,1041.0,-20.0
LGA,CLT,544.0,28.0
EWR,ORD,719.0,-2.0
LGA,XNA,1147.0,21.0
EWR,ATL,746.0,-6.0
LGA,TPA,1010.0,-23.0
EWR,LAX,2454.0,-26.0
JFK,SFO,2586.0,-16.0
LGA,HOU,1428.0,-4.0
EWR,DTW,488.0,-12.0
JFK,TPA,1005.0,-17.0
EWR,DFW,1372.0,-5.0
EWR,SJU,1608.0,-10.0
JFK,FLL,1069.0,-23.0
JFK,CHS,636.0,-5.0
JFK,RDU,427.0,-13.0
JFK,DCA,213.0,-16.0
LGA,CLT,544.0,20.0
EWR,MDW,711.0,-11.0
LGA,ORD,733.0,-11.0
JFK,MCO,944.0,-16.0
EWR,LAS,2227.0,6.0
LGA,DEN,1620.0,-14.0
LGA,DCA,214.0,-14.0
EWR,MHT,209.0,1.0
LGA,BOS,184.0,-15.0
JFK,RDU,427.0,-9.0
LGA,ATL,762.0,-7.0
EWR,DEN,1605.0,26.0
LGA,PBI,1035.0,-31.0
JFK,MIA,1089.0,-35.0
LGA,DFW,1389.0,24.0
LGA,MSY,1183.0,-24.0
JFK,PIT,340.0,-1.0
JFK,MSY,1182.0,-17.0
JFK,LAX,2475.0,-1.0
EWR,RSW,1068.0,-25.0
LGA,CLE,419.0,-17.0
EWR,BTV,266.0,-19.0
EWR,MCI,1092.0,8.0
LGA,BNA,764.0,-28.0
JFK,FLL,1069.0,-40.0
EWR,TPA,997.0,-18.0
JFK,BUF,301.0,-10.0
JFK,TPA,1005.0,-26.0
EWR,ORD,719.0,8.0
LGA,ATL,762.0,-10.0
LGA,TPA,1010.0,-9.0
LGA,GSO,461.0,-6.0
JFK,SAN,2446.0,-11.0
JFK,MCO,944.0,-4.0
JFK,RSW,1074.0,-21.0
JFK,LAS,2248.0,-17.0
LGA,RSW,1080.0,3.0
LGA,DEN,1620.0,-3.0
EWR,DAY,533.0,-10.0
EWR,PDX,2434.0,-24.0
JFK,JAX,828.0,-14.0
JFK,SJU,1598.0,-26.0
LGA,IAD,229.0,-23.0
JFK,SJU,1598.0,47.0
EWR,MCO,937.0,-24.0
JFK,BOS,187.0,0.0
JFK,HOU,1428.0,31.0
JFK,CLT,541.0,8.0
JFK,CLT,541.0,-3.0
EWR,JAX,820.0,-19.0
JFK,SFO,2586.0,0.0
JFK,DTW,509.0,38.0
EWR,CLT,529.0,3.0
EWR,MEM,946.0,11.0
LGA,RIC,292.0,-20.0
LGA,MIA,1096.0,-24.0
EWR,BOS,200.0,-11.0
EWR,STL,872.0,3.0
JFK,ORD,740.0,-4.0
LGA,BNA,764.0,-5.0
JFK,LAX,2475.0,-16.0
EWR,XNA,1131.0,12.0
LGA,MSP,1020.0,17.0
JFK,DCA,213.0,-10.0
EWR,MSP,1008.0,-12.0
JFK,ATL,760.0,4.0
EWR,CVG,569.0,15.0
EWR,BWI,169.0,7.0
LGA,JAX,833.0,13.0
EWR,SFO,2565.0,3.0
LGA,CLT,544.0,-15.0
EWR,MKE,725.0,9.0
EWR,RIC,277.0,4.0
LGA,BUF,292.0,-20.0
EWR,BOS,200.0,-11.0
LGA,ATL,762.0,-2.0
EWR,MIA,1085.0,-12.0
EWR,SAN,2425.0,6.0
LGA,CLT,544.0,-13.0
LGA,BTV,258.0,-26.0
LGA,ORD,733.0,53.0
EWR,PHX,2133.0,5.0
JFK,BOS,187.0,-17.0
EWR,BUF,282.0,1.0
EWR,DEN,1605.0,10.0
LGA,ROC,254.0,-4.0
JFK,SFO,2586.0,3.0
LGA,DTW,502.0,23.0
LGA,IAH,1416.0,-9.0
JFK,MSP,1029.0,38.0
LGA,BOS,184.0,-15.0
JFK,PHL,94.0,17.0
LGA,ATL,762.0,-7.0
EWR,SNA,2434.0,-23.0
LGA,DCA,214.0,-1.0
JFK,SJU,1598.0,-19.0
LGA,RDU,431.0,50.0
EWR,ORD,719.0,20.0
JFK,SEA,2422.0,-12.0
JFK,AUS,1521.0,-4.0
LGA,ORD,733.0,17.0
EWR,ATL,746.0,-8.0
EWR,FLL,1065.0,-19.0
JFK,LAX,2475.0,13.0
JFK,SFO,2586.0,-6.0
LGA,CMH,479.0,13.0
EWR,SEA,2402.0,-2.0
JFK,LAX,2475.0,-31.0
LGA,DFW,1389.0,7.0
LGA,ORD,733.0,8.0
EWR,IAH,1400.0,4.0
EWR,LAX,2454.0,19.0
LGA,MCO,950.0,-15.0
LGA,DTW,502.0,8.0
JFK,PWM,273.0,-7.0
EWR,DTW,488.0,-10.0
LGA,PBI,1035.0,77.0
LGA,SAV,722.0,-15.0
JFK,MIA,1089.0,-34.0
EWR,LAX,2454.0,-19.0
JFK,LAX,2475.0,-31.0
LGA,CHS,641.0,-6.0
LGA,MEM,963.0,-18.0
LGA,CLT,544.0,-1.0
LGA,SDF,659.0,-4.0
EWR,DFW,1372.0,-15.0
JFK,BTV,266.0,-8.0
EWR,MSP,1008.0,-6.0
JFK,RIC,288.0,-16.0
LGA,MCO,950.0,-15.0
JFK,SYR,209.0,-14.0
EWR,AUS,1504.0,-12.0
EWR,PBI,1023.0,-18.0
LGA,FLL,1076.0,-12.0
EWR,IND,645.0,8.0
LGA,MKE,738.0,25.0
JFK,LAX,2475.0,-13.0
LGA,ORD,733.0,0.0
JFK,SAN,2446.0,51.0
EWR,FLL,1065.0,-16.0
EWR,CLT,529.0,-28.0
LGA,MDW,725.0,30.0
JFK,LAS,2248.0,-16.0
LGA,STL,888.0,-1.0
LGA,CAK,397.0,5.0
JFK,ROC,264.0,-4.0
JFK,IAD,228.0,-10.0
LGA,BOS,184.0,-5.0
LGA,DCA,214.0,-8.0
EWR,DEN,1605.0,-15.0
LGA,CLT,544.0,-2.0
LGA,IND,660.0,-3.0
EWR,ORD,719.0,-10.0
EWR,CHS,628.0,-10.0
LGA,ATL,762.0,-6.0
EWR,BOS,200.0,-22.0
LGA,ORD,733.0,16.0
LGA,DAY,549.0,4.0
EWR,SFO,2565.0,-11.0
JFK,HNL,4983.0,-7.0
LGA,BNA,764.0,11.0
LGA,ATL,762.0,1.0
LGA,MSP,1020.0,4.0
LGA,RIC,292.0,-10.0
JFK,LAS,2248.0,-6.0
EWR,CLT,529.0,-13.0
JFK,PBI,1028.0,-25.0
EWR,BNA,748.0,-5.0
JFK,LAS,2248.0,-5.0
JFK,BOS,187.0,-16.0
JFK,TPA,1005.0,-16.0
EWR,ORD,719.0,-7.0
JFK,SFO,2586.0,-20.0
EWR,DTW,488.0,-25.0
LGA,DFW,1389.0,8.0
JFK,CLT,541.0,-2.0
EWR,PHX,2133.0,7.0
EWR,DSM,1017.0,4.0
EWR,IAD,212.0,-16.0
LGA,ORD,733.0,-5.0
EWR,IAH,1400.0,-27.0
JFK,LAX,2475.0,-10.0
EWR,SFO,2565.0,-28.0
JFK,SFO,2586.0,-12.0
LGA,IAH,1416.0,-4.0
EWR,SAV,708.0,-18.0
JFK,PHX,2153.0,15.0
JFK,SFO,2586.0,-15.0
LGA,DTW,502.0,-15.0
EWR,LAS,2227.0,-13.0
JFK,MCO,944.0,-21.0
JFK,BUF,301.0,-1.0
LGA,FLL,1076.0,-26.0
LGA,FLL,1076.0,-15.0
EWR,ATL,746.0,3.0
JFK,RDU,427.0,129.0
LGA,CMH,479.0,-16.0
LGA,DTW,502.0,-23.0
EWR,RDU,416.0,2.0
JFK,FLL,1069.0,-18.0
EWR,ORD,719.0,-10.0
EWR,DTW,488.0,0.0
LGA,DCA,214.0,-8.0
EWR,STL,872.0,2.0
LGA,MIA,1096.0,-25.0
LGA,BOS,184.0,-16.0
JFK,SLC,1990.0,-18.0
LGA,ATL,762.0,-7.0
LGA,BNA,764.0,-20.0
JFK,DCA,213.0,-16.0
LGA,BGR,378.0,-9.0
JFK,MCO,944.0,-34.0
LGA,MDW,725.0,10.0
LGA,SRQ,1047.0,-20.0
LGA,TPA,1010.0,-15.0
LGA,MIA,1096.0,-38.0
LGA,RDU,431.0,4.0
EWR,LAX,2454.0,33.0
EWR,JAX,820.0,-21.0
LGA,PIT,335.0,-14.0
JFK,IAD,228.0,-8.0
LGA,ORD,733.0,-8.0
JFK,LAX,2475.0,-6.0
EWR,BOS,200.0,-8.0
LGA,DEN,1620.0,27.0
EWR,MSP,1008.0,-21.0
LGA,DFW,1389.0,4.0
JFK,LAS,2248.0,-7.0
LGA,MSP,1020.0,-8.0
LGA,CLT,544.0,1.0
LGA,GSO,461.0,-13.0
EWR,OMA,1134.0,60.0
EWR,MCO,937.0,-1.0
EWR,IND,645.0,12.0
LGA,PBI,1035.0,-22.0
EWR,MCO,937.0,-8.0
EWR,ATL,746.0,-22.0
EWR,TPA,997.0,-19.0
JFK,DCA,213.0,-8.0
EWR,ORF,284.0,-17.0
LGA,ORD,733.0,-10.0
JFK,LAX,2475.0,-7.0
LGA,BOS,184.0,-10.0
JFK,BOS,187.0,-23.0
EWR,SFO,2565.0,-8.0
LGA,RDU,431.0,-11.0
JFK,SFO,2586.0,-6.0
LGA,DEN,1620.0,4.0
JFK,LAX,2475.0,-14.0
JFK,LAX,2475.0,-3.0
EWR,MDW,711.0,-18.0
EWR,MCI,1092.0,8.0
EWR,PHX,2133.0,-10.0
LGA,MIA,1096.0,6.0
EWR,BTV,266.0,-15.0
LGA,CLE,419.0,12.0
LGA,ATL,762.0,-4.0
EWR,IAH,1400.0,-5.0
LGA,MCO,950.0,-15.0
JFK,CLT,541.0,-6.0
LGA,DCA,214.0,19.0
LGA,BNA,764.0,24.0
LGA,ATL,762.0,10.0
JFK,RDU,427.0,-8.0
EWR,BOS,200.0,-23.0
JFK,BUF,301.0,-12.0
LGA,ORD,733.0,9.0
EWR,LAS,2227.0,-19.0
EWR,DAY,533.0,-11.0
EWR,DEN,1605.0,19.0
EWR,CLT,529.0,-7.0
JFK,FLL,1069.0,-18.0
EWR,SNA,2434.0,7.0
EWR,ATL,746.0,-14.0
EWR,DTW,488.0,-6.0
LGA,CLT,544.0,56.0
LGA,DFW,1389.0,25.0
EWR,CMH,463.0,-10.0
EWR,SFO,2565.0,-21.0
JFK,BTV,266.0,17.0
EWR,MSY,1167.0,-30.0
EWR,HOU,1411.0,-5.0
LGA,STL,888.0,27.0
JFK,BOS,187.0,-15.0
LGA,MKE,738.0,26.0
LGA,DTW,502.0,5.0
JFK,PBI,1028.0,-17.0
EWR,LAX,2454.0,-16.0
LGA,DFW,1389.0,9.0
LGA,BOS,184.0,-2.0
EWR,IAD,212.0,-18.0
LGA,ATL,762.0,-5.0
LGA,DCA,214.0,9.0
EWR,MIA,1085.0,-37.0
EWR,ATL,746.0,-11.0
EWR,RIC,277.0,-4.0
JFK,BOS,187.0,0.0
JFK,SFO,2586.0,-20.0
EWR,ORD,719.0,-14.0
JFK,LAX,2475.0,-12.0
EWR,BNA,748.0,-15.0
LGA,CLT,544.0,-1.0
EWR,DTW,488.0,-8.0
LGA,MSP,1020.0,62.0
LGA,MEM,963.0,-1.0
LGA,PIT,335.0,4.0
EWR,DFW,1372.0,33.0
JFK,MIA,1089.0,-9.0
LGA,IAD,229.0,205.0
EWR,CLT,529.0,-17.0
LGA,CMH,479.0,1.0
EWR,CVG,569.0,-8.0
LGA,CMH,479.0,28.0
LGA,RSW,1080.0,-9.0
LGA,ATL,762.0,22.0
EWR,GSO,445.0,12.0
EWR,LAX,2454.0,-12.0
EWR,FLL,1065.0,-32.0
LGA,DEN,1620.0,15.0
LGA,ORD,733.0,28.0
LGA,CVG,585.0,24.0
JFK,PHX,2153.0,34.0
LGA,CLT,544.0,36.0
LGA,ORD,733.0,9.0
LGA,SRQ,1047.0,50.0
EWR,HNL,4963.0,-31.0
EWR,IND,645.0,-8.0
EWR,CVG,569.0,-13.0
JFK,ATL,760.0,-6.0
LGA,FLL,1076.0,-14.0
EWR,PBI,1023.0,-12.0
LGA,MDW,725.0,18.0
JFK,LAX,2475.0,-8.0
JFK,HOU,1428.0,-8.0
LGA,MSN,812.0,-4.0
LGA,MIA,1096.0,-2.0
LGA,MIA,1096.0,-14.0
LGA,CLE,419.0,1.0
EWR,SFO,2565.0,-19.0
EWR,DFW,1372.0,-4.0
EWR,IND,645.0,-10.0
EWR,MSP,1008.0,-19.0
JFK,MCO,944.0,-22.0
EWR,PHX,2133.0,9.0
LGA,DFW,1389.0,11.0
JFK,CHS,636.0,-14.0
EWR,PHX,2133.0,18.0
LGA,DTW,502.0,36.0
LGA,CLT,544.0,-1.0
EWR,BOS,200.0,-18.0
LGA,DCA,214.0,18.0
JFK,BUF,301.0,-12.0
JFK,LGB,2465.0,-19.0
LGA,BOS,184.0,16.0
LGA,ATL,762.0,13.0
EWR,BOS,200.0,-2.0
JFK,BOS,187.0,-9.0
EWR,MEM,946.0,21.0
LGA,RDU,431.0,36.0
LGA,IAH,1416.0,120.0
EWR,LAS,2227.0,-9.0
EWR,ORD,719.0,-7.0
LGA,ATL,762.0,11.0
LGA,ORD,733.0,21.0
LGA,STL,888.0,27.0
EWR,MCO,937.0,55.0
EWR,IAH,1400.0,-5.0
JFK,CLT,541.0,13.0
EWR,MSN,799.0,4.0
LGA,ATL,762.0,10.0
EWR,LAX,2454.0,-21.0
JFK,JAX,828.0,-18.0
JFK,ROC,264.0,-11.0
EWR,MHT,209.0,-8.0
EWR,SFO,2565.0,-13.0
EWR,MSP,1008.0,-29.0
LGA,HOU,1428.0,24.0
LGA,MSP,1020.0,-5.0
EWR,SAN,2425.0,3.0
JFK,SJU,1598.0,-29.0
LGA,DTW,502.0,-1.0
JFK,FLL,1069.0,-17.0
JFK,BUF,301.0,-31.0
LGA,GSO,461.0,-3.0
JFK,LAX,2475.0,-16.0
EWR,CLE,404.0,7.0
LGA,MSP,1020.0,-7.0
JFK,BWI,184.0,-14.0
LGA,CLT,544.0,-5.0
EWR,ATL,746.0,1.0
EWR,RDU,416.0,22.0
JFK,MSY,1182.0,-23.0
JFK,LAS,2248.0,-25.0
LGA,IAH,1416.0,18.0
EWR,FLL,1065.0,-31.0
LGA,TPA,1010.0,-18.0
EWR,MCO,937.0,-14.0
LGA,MIA,1096.0,-23.0
JFK,ORF,290.0,-19.0
JFK,RDU,427.0,-7.0
EWR,MIA,1085.0,-24.0
EWR,RSW,1068.0,-37.0
EWR,PVD,160.0,-18.0
JFK,TPA,1005.0,-28.0
LGA,ORD,733.0,14.0
LGA,PBI,1035.0,10.0
LGA,BOS,184.0,-9.0
EWR,ORD,719.0,-17.0
EWR,CLT,529.0,-15.0
EWR,GSP,594.0,-10.0
LGA,CHS,641.0,-8.0
JFK,MCO,944.0,-14.0
LGA,FLL,1076.0,-4.0
JFK,TPA,1005.0,9.0
LGA,DCA,214.0,11.0
EWR,CHS,628.0,-6.0
JFK,CLE,425.0,5.0
LGA,ATL,762.0,-4.0
LGA,DFW,1389.0,16.0
JFK,IND,665.0,-7.0
JFK,PIT,340.0,9.0
LGA,DEN,1620.0,-5.0
EWR,STL,872.0,28.0
EWR,JAX,820.0,-16.0
JFK,MIA,1089.0,-29.0
LGA,MCO,950.0,-8.0
EWR,IAD,212.0,25.0
JFK,BOS,187.0,3.0
EWR,AUS,1504.0,1.0
EWR,DFW,1372.0,-2.0
JFK,SJU,1598.0,-29.0
JFK,IND,665.0,-14.0
EWR,DEN,1605.0,9.0
EWR,MCI,1092.0,11.0
EWR,CLT,529.0,1.0
JFK,SEA,2422.0,-18.0
JFK,DCA,213.0,25.0
LGA,ORD,733.0,-3.0
LGA,MIA,1096.0,-6.0
EWR,IAH,1400.0,-8.0
LGA,IAD,229.0,49.0
JFK,RSW,1074.0,-19.0
LGA,XNA,1147.0,8.0
EWR,GRR,605.0,0.0
LGA,CMH,479.0,25.0
EWR,BNA,748.0,-10.0
EWR,SFO,2565.0,-16.0
LGA,CLT,544.0,11.0
JFK,LAX,2475.0,6.0
JFK,DCA,213.0,0.0
JFK,SFO,2586.0,-1.0
LGA,CLE,419.0,-12.0
EWR,MDW,711.0,4.0
JFK,LAX,2475.0,8.0
EWR,ATL,746.0,-1.0
EWR,LAX,2454.0,16.0
JFK,SFO,2586.0,-5.0
LGA,PHL,96.0,30.0
JFK,MCO,944.0,-26.0
EWR,CLE,404.0,-1.0
LGA,ORF,296.0,-15.0
LGA,CLT,544.0,-3.0
JFK,ATL,760.0,-14.0
JFK,BNA,765.0,-21.0
JFK,IAD,228.0,75.0
JFK,SLC,1990.0,-3.0
EWR,MKE,725.0,18.0
LGA,MSY,1183.0,-16.0
EWR,FLL,1065.0,-34.0
EWR,DEN,1605.0,12.0
JFK,BTV,266.0,34.0
LGA,TPA,1010.0,-24.0
JFK,SJU,1598.0,-28.0
EWR,ORD,719.0,-4.0
JFK,FLL,1069.0,-31.0
EWR,IND,645.0,-3.0
LGA,BNA,764.0,-5.0
LGA,ORD,733.0,0.0
LGA,PIT,335.0,-4.0
LGA,BOS,184.0,5.0
JFK,DTW,509.0,-31.0
LGA,ORD,733.0,-5.0
EWR,SEA,2402.0,-8.0
JFK,BOS,187.0,-12.0
EWR,ORD,719.0,-10.0
JFK,ORD,740.0,-8.0
LGA,DFW,1389.0,3.0
LGA,ATL,762.0,-11.0
LGA,MCI,1107.0,30.0
EWR,MCO,937.0,-15.0
EWR,PBI,1023.0,-18.0
JFK,CMH,483.0,13.0
LGA,CLT,544.0,27.0
EWR,CVG,569.0,-12.0
LGA,BNA,764.0,28.0
JFK,ORD,740.0,-11.0
LGA,ATL,762.0,-8.0
EWR,IAD,212.0,15.0
LGA,DCA,214.0,17.0
JFK,CVG,589.0,12.0
JFK,BUF,301.0,-21.0
LGA,MSP,1020.0,11.0
LGA,RDU,431.0,35.0
JFK,BOS,187.0,-40.0
JFK,MSP,1029.0,-18.0
JFK,MCO,944.0,-12.0
LGA,MIA,1096.0,6.0
EWR,MIA,1085.0,-42.0
EWR,TPA,997.0,46.0
EWR,DEN,1605.0,-13.0
LGA,CLT,544.0,-2.0
LGA,BNA,764.0,8.0
EWR,SDF,642.0,-3.0
JFK,LAX,2475.0,-22.0
JFK,MIA,1089.0,-46.0
JFK,RDU,427.0,-19.0
LGA,DTW,502.0,10.0
EWR,ATL,746.0,115.0
EWR,IAH,1400.0,-4.0
JFK,BNA,765.0,-26.0
JFK,LAX,2475.0,8.0
JFK,PDX,2454.0,-24.0
JFK,PHX,2153.0,20.0
JFK,FLL,1069.0,-17.0
JFK,SFO,2586.0,-5.0
EWR,GSO,445.0,-7.0
LGA,DEN,1620.0,-2.0
EWR,DTW,488.0,-14.0
EWR,AVL,583.0,7.0
LGA,PBI,1035.0,-2.0
JFK,DFW,1391.0,18.0
JFK,SFO,2586.0,-16.0
EWR,SFO,2565.0,1.0
LGA,STL,888.0,-14.0
EWR,BOS,200.0,15.0
EWR,ATL,746.0,-24.0
EWR,SAV,708.0,-7.0
JFK,CVG,589.0,-36.0
EWR,CVG,569.0,-19.0
LGA,RDU,431.0,1.0
JFK,SFO,2586.0,-9.0
EWR,RDU,416.0,4.0
JFK,SAN,2446.0,-15.0
LGA,ATL,762.0,-11.0
LGA,MCO,950.0,-14.0
JFK,SFO,2586.0,-31.0
EWR,PHX,2133.0,21.0
EWR,TPA,997.0,106.0
LGA,DCA,214.0,-3.0
JFK,IAH,1417.0,0.0
JFK,MCO,944.0,-20.0
EWR,ATL,746.0,-15.0
EWR,ORD,719.0,17.0
LGA,BOS,184.0,4.0
LGA,MDW,725.0,7.0
JFK,AUS,1521.0,-14.0
EWR,LAX,2454.0,4.0
LGA,CLT,544.0,7.0
EWR,DAY,533.0,3.0
JFK,ORD,740.0,-21.0
EWR,LAS,2227.0,-8.0
JFK,ORF,290.0,-1.0
LGA,ORD,733.0,3.0
JFK,LAX,2475.0,-21.0
JFK,LAX,2475.0,-5.0
EWR,DFW,1372.0,20.0
JFK,DCA,213.0,-16.0
JFK,LAS,2248.0,-6.0
LGA,DFW,1389.0,37.0
LGA,ORD,733.0,4.0
LGA,DEN,1620.0,7.0
EWR,DFW,1372.0,-11.0
JFK,OAK,2576.0,-12.0
EWR,HOU,1411.0,14.0
EWR,STL,872.0,5.0
LGA,IAH,1416.0,0.0
JFK,BOS,187.0,-11.0
JFK,CLT,541.0,-8.0
EWR,BOS,200.0,-11.0
EWR,PDX,2434.0,-28.0
EWR,RIC,277.0,6.0
EWR,IAH,1400.0,-8.0
LGA,DTW,502.0,4.0
EWR,BOS,200.0,4.0
JFK,PWM,273.0,-10.0
LGA,DEN,1620.0,5.0
EWR,SLC,1969.0,-18.0
EWR,BNA,748.0,-5.0
EWR,CLT,529.0,-14.0
EWR,SFO,2565.0,-22.0
EWR,CVG,569.0,-1.0
LGA,OMA,1148.0,1.0
EWR,SAT,1569.0,9.0
EWR,STL,872.0,-11.0
LGA,DEN,1620.0,3.0
JFK,RDU,427.0,-8.0
JFK,SFO,2586.0,-21.0
EWR,MCO,937.0,0.0
LGA,CLT,544.0,-12.0
JFK,SYR,209.0,-17.0
EWR,PHX,2133.0,24.0
EWR,MCO,937.0,-18.0
JFK,MIA,1089.0,-29.0
EWR,SAN,2425.0,13.0
EWR,DTW,488.0,0.0
EWR,MSP,1008.0,1.0
JFK,SAN,2446.0,1.0
LGA,XNA,1147.0,0.0
EWR,SFO,2565.0,5.0
LGA,DFW,1389.0,1.0
LGA,ORD,733.0,-3.0
JFK,LAS,2248.0,1.0
LGA,ATL,762.0,11.0
LGA,MCO,950.0,-17.0
LGA,BOS,184.0,-5.0
LGA,DCA,214.0,-5.0
JFK,BUR,2465.0,-15.0
EWR,CMH,463.0,39.0
EWR,ATL,746.0,-7.0
EWR,DEN,1605.0,-15.0
EWR,MEM,946.0,55.0
JFK,AUS,1521.0,34.0
EWR,ORD,719.0,-5.0
JFK,LAX,2475.0,-19.0
JFK,SEA,2422.0,-14.0
EWR,PBI,1023.0,-2.0
EWR,LAX,2454.0,43.0
EWR,MDW,711.0,26.0
LGA,ATL,762.0,3.0
LGA,MSP,1020.0,-28.0
LGA,DTW,502.0,-13.0
EWR,MSP,1008.0,13.0
LGA,MSN,812.0,4.0
JFK,LAX,2475.0,-14.0
LGA,MIA,1096.0,-19.0
JFK,MIA,1089.0,-53.0
LGA,MIA,1096.0,-24.0
EWR,SNA,2434.0,-4.0
EWR,FLL,1065.0,-18.0
LGA,MKE,738.0,-6.0
JFK,MCI,1113.0,27.0
LGA,FLL,1076.0,-20.0
JFK,IAD,228.0,6.0
EWR,CLT,529.0,-17.0
JFK,MSP,1029.0,-22.0
JFK,DTW,509.0,-25.0
LGA,ORD,733.0,2.0
EWR,CLE,404.0,2.0
JFK,CLT,541.0,-14.0
EWR,FLL,1065.0,47.0
LGA,CLT,544.0,-19.0
EWR,DTW,488.0,-4.0
EWR,ORD,719.0,-1.0
JFK,LAS,2248.0,-23.0
JFK,DFW,1391.0,-6.0
EWR,SEA,2402.0,-25.0
JFK,SEA,2422.0,-35.0
LGA,BNA,764.0,4.0
LGA,STL,888.0,21.0
EWR,RIC,277.0,6.0
EWR,MSY,1167.0,-7.0
JFK,SFO,2586.0,-17.0
JFK,BUF,301.0,-2.0
LGA,CLE,419.0,-11.0
JFK,SAN,2446.0,22.0
JFK,BUF,301.0,-10.0
LGA,ORD,733.0,-9.0
JFK,SJC,2569.0,-14.0
LGA,DSM,1031.0,2.0
EWR,LAX,2454.0,-10.0
JFK,PBI,1028.0,-4.0
LGA,MSY,1183.0,-19.0
JFK,SFO,2586.0,0.0
LGA,PIT,335.0,27.0
LGA,BNA,764.0,1.0
LGA,GSP,610.0,-9.0
JFK,ORD,740.0,-25.0
LGA,ORD,733.0,-19.0
LGA,BOS,184.0,-19.0
LGA,DCA,214.0,-8.0
LGA,RDU,431.0,5.0
EWR,DFW,1372.0,-14.0
EWR,ORD,719.0,-10.0
JFK,SFO,2586.0,-1.0
JFK,ATL,760.0,-19.0
LGA,IAH,1416.0,-9.0
LGA,CLT,544.0,2.0
EWR,LAX,2454.0,-2.0
LGA,ATL,762.0,-18.0
LGA,MEM,963.0,3.0
EWR,LAX,2454.0,-20.0
LGA,CMH,479.0,58.0
EWR,SFO,2565.0,-9.0
JFK,PIT,340.0,-27.0
JFK,SFO,2586.0,-33.0
LGA,ROC,254.0,-17.0
EWR,BNA,748.0,2.0
JFK,PHX,2153.0,8.0
JFK,DEN,1626.0,-7.0
JFK,LAX,2475.0,-14.0
JFK,LAS,2248.0,-6.0
JFK,TPA,1005.0,-2.0
EWR,CLT,529.0,-7.0
EWR,MCO,937.0,-1.0
JFK,CHS,636.0,28.0
LGA,DFW,1389.0,15.0
LGA,BUF,292.0,-18.0
JFK,SLC,1990.0,-11.0
JFK,MCO,944.0,-41.0
LGA,ATL,762.0,9.0
LGA,RDU,431.0,88.0
JFK,MSY,1182.0,-13.0
JFK,MCO,944.0,-6.0
JFK,SAT,1587.0,-17.0
EWR,MKE,725.0,7.0
JFK,SEA,2422.0,-47.0
EWR,ATL,746.0,-17.0
LGA,MSP,1020.0,-3.0
EWR,TPA,997.0,-23.0
EWR,TYS,631.0,-12.0
JFK,ROC,264.0,128.0
LGA,IAD,229.0,-1.0
JFK,RDU,427.0,-32.0
JFK,SLC,1990.0,-16.0
LGA,TPA,1010.0,15.0
LGA,PBI,1035.0,-18.0
EWR,CHS,628.0,1.0
JFK,IAD,228.0,-27.0
EWR,SEA,2402.0,-28.0
JFK,SMF,2521.0,-10.0
EWR,LAS,2227.0,-6.0
LGA,MIA,1096.0,-22.0
LGA,MKE,738.0,41.0
LGA,GSO,461.0,-15.0
LGA,FLL,1076.0,-10.0
JFK,FLL,1069.0,-30.0
LGA,CMH,479.0,1.0
JFK,IAD,228.0,-25.0
LGA,DTW,502.0,-11.0
LGA,BOS,184.0,-4.0
EWR,IAH,1400.0,11.0
LGA,BHM,866.0,-4.0
JFK,ABQ,1826.0,22.0
LGA,DCA,214.0,-3.0
JFK,LAX,2475.0,-2.0
JFK,BWI,184.0,70.0
LGA,ORD,733.0,-14.0
EWR,DSM,1017.0,-1.0
JFK,RDU,427.0,0.0
LGA,ATL,762.0,-14.0
LGA,ATL,762.0,22.0
EWR,ORD,719.0,-15.0
EWR,MCI,1092.0,12.0
EWR,GSO,445.0,-15.0
JFK,BWI,184.0,-37.0
EWR,DCA,199.0,-17.0
EWR,TUL,1215.0,9.0
JFK,LAX,2475.0,-32.0
JFK,BOS,187.0,-8.0
EWR,BOS,200.0,-9.0
LGA,ORD,733.0,21.0
LGA,CLE,419.0,-6.0
JFK,PHL,94.0,20.0
JFK,BUF,301.0,0.0
EWR,CLE,404.0,-16.0
EWR,OMA,1134.0,2.0
JFK,TPA,1005.0,24.0
JFK,BOS,187.0,-12.0
EWR,MSP,1008.0,-9.0
JFK,ORD,740.0,-1.0
EWR,MDW,711.0,-22.0
JFK,FLL,1069.0,-39.0
JFK,DCA,213.0,-46.0
JFK,PHX,2153.0,16.0
LGA,MDW,725.0,-19.0
JFK,CVG,589.0,32.0
EWR,CVG,569.0,-20.0
LGA,TYS,647.0,-33.0
EWR,FLL,1065.0,-31.0
JFK,SFO,2586.0,-4.0
EWR,MIA,1085.0,-33.0
LGA,MCO,950.0,29.0
LGA,CAK,397.0,5.0
JFK,BOS,187.0,-13.0
EWR,BOS,200.0,-2.0
JFK,LAX,2475.0,7.0
EWR,DAY,533.0,-17.0
JFK,PDX,2454.0,-22.0
LGA,RIC,292.0,-28.0
EWR,MSY,1167.0,-14.0
LGA,CHS,641.0,5.0
JFK,SJU,1598.0,-23.0
LGA,BOS,184.0,-20.0
LGA,ATL,762.0,-19.0
EWR,RIC,277.0,-19.0
JFK,LAX,2475.0,26.0
